title,dosage_form,manufacturer,strength,price,url
Glucoact,Tablet,Veritas Pharmaceuticals Ltd.,80 mg,Unit Price : ৳ 6.01,https://medex.com.bd/brands/5273/glucoact-80mg
Glucodip,Tablet,Sun Pharmaceutical Ltd.,100 mg,Unit Price : ৳ 27.00,https://medex.com.bd/brands/24523/glucodip-100mg
Glucodip,Tablet,Sun Pharmaceutical Ltd.,25 mg,Unit Price : ৳ 8.00,https://medex.com.bd/brands/24521/glucodip-25mg
Glucodip,Tablet,Sun Pharmaceutical Ltd.,50 mg,Unit Price : ৳ 14.00,https://medex.com.bd/brands/24522/glucodip-50mg
Glucodip MXR,Tablet (Extended Release),Sun Pharmaceutical Ltd.,50 mg+500 mg,Unit Price : ৳ 20.00,https://medex.com.bd/brands/24543/glucodip-mxr-50mg
Glucodip MXR,Tablet (Extended Release),Sun Pharmaceutical Ltd.,50 mg+1000 mg,Unit Price : ৳ 22.00,https://medex.com.bd/brands/24544/glucodip-mxr-50mg
Glucohart,IV Infusion,Popular Pharmaceuticals Ltd.,,"500 ml bag :
            
                                    ৳ 62.96",https://medex.com.bd/brands/359/glucohart
Glucolin,IV Infusion,Popular Pharmaceuticals Ltd.,5%,"500 ml bag :
            
                                    ৳ 71.30",https://medex.com.bd/brands/14849/glucolin-5
Glucolin DS,IV Infusion,Popular Pharmaceuticals Ltd.,10%,"500 ml bag :
            
                                    ৳ 78.20",https://medex.com.bd/brands/14850/glucolin-ds-10
Glucolin Vet,IV/SC Injection,Popular Pharmaceuticals Ltd.,25 gm/ml,"500 ml bag :
            
                                    ৳ 100.48",https://medex.com.bd/brands/31708/glucolin-vet-25gm
Glucomet,Tablet,Aristopharma Ltd.,850 mg,Unit Price : ৳ 6.00,https://medex.com.bd/brands/5383/glucomet-850mg
Glucomet,Tablet,Aristopharma Ltd.,500 mg,Unit Price : ৳ 4.00,https://medex.com.bd/brands/5382/glucomet-500mg
Glucomet XR,Tablet (Extended Release),Aristopharma Ltd.,500 mg,Unit Price : ৳ 6.00,https://medex.com.bd/brands/5384/glucomet-xr-500mg
Glucomet XR,Tablet (Extended Release),Aristopharma Ltd.,750 mg,Unit Price : ৳ 9.00,https://medex.com.bd/brands/5385/glucomet-xr-750mg
Glucomin,Tablet,NIPRO JMI Pharma Ltd.,850 mg,Unit Price : ৳ 6.00,https://medex.com.bd/brands/5387/glucomin-850mg
Glucomin,Tablet,NIPRO JMI Pharma Ltd.,500 mg,Unit Price : ৳ 4.00,https://medex.com.bd/brands/5386/glucomin-500mg
Glucomin XR,Tablet (Extended Release),NIPRO JMI Pharma Ltd.,500 mg,Unit Price : ৳ 6.00,https://medex.com.bd/brands/31702/glucomin-xr-500mg
Glucomin XR,Tablet (Extended Release),NIPRO JMI Pharma Ltd.,1000 mg,Unit Price : ৳ 9.00,https://medex.com.bd/brands/31703/glucomin-xr-1000mg
Glucon,Tablet,Opsonin Pharma Ltd.,5 mg,Unit Price : ৳ 0.34,https://medex.com.bd/brands/5206/glucon-5mg
Gluconil,Tablet,ACME Laboratories Ltd.,5 mg,Unit Price : ৳ 0.28,https://medex.com.bd/brands/5207/gluconil-5mg
Gluconor,Tablet,Aristopharma Ltd.,1 mg,Unit Price : ৳ 6.00,https://medex.com.bd/brands/5308/gluconor-1mg
Gluconor,Tablet,Aristopharma Ltd.,2 mg,Unit Price : ৳ 9.00,https://medex.com.bd/brands/5309/gluconor-2mg
Glucorid,Tablet,Biopharma Laboratories Ltd.,2 mg,Unit Price : ৳ 5.00,https://medex.com.bd/brands/5343/glucorid-2mg
Glucorid,Tablet,Biopharma Laboratories Ltd.,1 mg,Unit Price : ৳ 3.00,https://medex.com.bd/brands/5342/glucorid-1mg
Glucort,IM/IV Injection,Globe Pharmaceuticals Ltd.,100 mg/2 ml,"100 mg vial :
            
                                    ৳ 50.00",https://medex.com.bd/brands/20866/glucort-100mg
Glucosal,IV Infusion,Popular Pharmaceuticals Ltd.,0.9%+5%,"500 ml bag :
            
                                    ৳ 75.89",https://medex.com.bd/brands/394/glucosal-095
Glucose Saline,IV Infusion,Institute of Public Health (IPH),0.9%+5%,"500 ml bag :
            
                                    Not for sale",https://medex.com.bd/brands/14883/glucose-saline-095
Glucostat,Tablet,Biopharma Laboratories Ltd.,80 mg,Unit Price : ৳ 7.00,https://medex.com.bd/brands/5246/glucostat-80mg
Glucotin Max,Tablet,Drug International Ltd.,750 mg+50 mg,Unit Price : ৳ 12.00,https://medex.com.bd/brands/15007/glucotin-max-750mg
Glucotin Plus,Tablet,Drug International Ltd.,250 mg+200 mg,Unit Price : ৳ 8.00,https://medex.com.bd/brands/14978/glucotin-plus-250mg
Glucovis,Ophthalmic Solution,Beximco Pharmaceuticals Ltd.,0.25%,"5 ml drop :
            
                                    ৳ 200.00",https://medex.com.bd/brands/16055/glucovis-025
Glucozid,Tablet,Aristopharma Ltd.,80 mg,Unit Price : ৳ 7.00,https://medex.com.bd/brands/5247/glucozid-80mg
Glucozid MR,Tablet (Modified Release),Aristopharma Ltd.,60 mg,Unit Price : ৳ 12.00,https://medex.com.bd/brands/29777/glucozid-mr-60mg
Glucozid MR,Tablet (Modified Release),Aristopharma Ltd.,30 mg,Unit Price : ৳ 8.80,https://medex.com.bd/brands/29776/glucozid-mr-30mg
Gludex,Tablet,Kemiko Pharmaceuticals Ltd.,0.5 mg,Unit Price : ৳ 1.00,https://medex.com.bd/brands/5768/gludex-05mg
Gludex,IM/IV Injection,Kemiko Pharmaceuticals Ltd.,5 mg/ml,"1 ml ampoule :
            
                                    ৳ 22.06",https://medex.com.bd/brands/5769/gludex-5mg
Gludex,Ophthalmic Solution,Kemiko Pharmaceuticals Ltd.,0.1%,"5 ml drop :
            
                                    ৳ 70.00",https://medex.com.bd/brands/15768/gludex-01
Glumol,Ophthalmic Solution,Globe Pharmaceuticals Ltd.,0.5%,"5 ml drop :
            
                                    ৳ 70.00",https://medex.com.bd/brands/16104/glumol-05
Glumol Plus,Ophthalmic Solution,Globe Pharmaceuticals Ltd.,0.2%+0.5%,"5 ml drop :
            
                                    ৳ 110.00",https://medex.com.bd/brands/30672/glumol-plus-0205
Glunor,Tablet,Eskayef Pharmaceuticals Ltd.,850 mg,Unit Price : ৳ 6.00,https://medex.com.bd/brands/5389/glunor-850mg
Glunor,Tablet,Eskayef Pharmaceuticals Ltd.,500 mg,Unit Price : ৳ 4.00,https://medex.com.bd/brands/5388/glunor-500mg
Glunor XR,Tablet (Extended Release),Eskayef Pharmaceuticals Ltd.,500 mg,Unit Price : ৳ 6.00,https://medex.com.bd/brands/5390/glunor-xr-500mg
Gluretor,Tablet,Pacific Pharmaceuticals Ltd.,0.5 mg,Unit Price : ৳ 2.80,https://medex.com.bd/brands/5543/gluretor-05mg
Gluretor,Tablet,Pacific Pharmaceuticals Ltd.,1 mg,Unit Price : ৳ 4.00,https://medex.com.bd/brands/5544/gluretor-1mg
Gluretor,Tablet,Pacific Pharmaceuticals Ltd.,2 mg,Unit Price : ৳ 6.00,https://medex.com.bd/brands/5545/gluretor-2mg
Glustin,Tablet,General Pharmaceuticals Ltd.,500 mg,Unit Price : ৳ 3.72,https://medex.com.bd/brands/29478/glustin-500mg
Glustin Max,Tablet,General Pharmaceuticals Ltd.,750 mg+50 mg,Unit Price : ৳ 12.04,https://medex.com.bd/brands/15008/glustin-max-750mg
Glustin Plus,Cream,General Pharmaceuticals Ltd.,2%+3%+3.1%+0.12%,"15 gm tube :
            
                                    ৳ 100.30",https://medex.com.bd/brands/26563/glustin-plus-23
Glustin Plus,Tablet,General Pharmaceuticals Ltd.,250 mg+200 mg,Unit Price : ৳ 8.05,https://medex.com.bd/brands/14979/glustin-plus-250mg
Glutec,Tablet,Techno Drugs Ltd.,500 mg,Unit Price : ৳ 3.00,https://medex.com.bd/brands/5392/glutec-500mg
Glutec,Tablet,Techno Drugs Ltd.,850 mg,Unit Price : ৳ 5.00,https://medex.com.bd/brands/5393/glutec-850mg
Glutim,Tablet,Techno Drugs Ltd.,1 mg,Unit Price : ৳ 6.00,https://medex.com.bd/brands/5310/glutim-1mg
Gluvan,Tablet,Aristopharma Ltd.,50 mg,Unit Price : ৳ 20.00,https://medex.com.bd/brands/5530/gluvan-50mg
Gluvan Plus,Tablet,Aristopharma Ltd.,50 mg+850 mg,Unit Price : ৳ 22.00,https://medex.com.bd/brands/5708/gluvan-plus-50mg
Gluvan Plus,Tablet,Aristopharma Ltd.,50 mg+500 mg,Unit Price : ৳ 21.00,https://medex.com.bd/brands/5707/gluvan-plus-50mg
Gluvil,Tablet,Alco Pharma Ltd.,50 mg,Unit Price : ৳ 20.00,https://medex.com.bd/brands/27859/gluvil-50mg
Gluzit,Tablet,Popular Pharmaceuticals Ltd.,80 mg,Unit Price : ৳ 7.00,https://medex.com.bd/brands/5248/gluzit-80mg
Gly,Oral Suspension,Astra Biopharmaceuticals Ltd.,200 mg/5 ml,"60 ml bottle :
            
                                    ৳ 25.00",https://medex.com.bd/brands/22343/gly-200mg
Gly,Tablet,Astra Biopharmaceuticals Ltd.,400 mg,Unit Price : ৳ 1.14,https://medex.com.bd/brands/22342/gly-400mg
Glycare,Inhalation Capsule,Healthcare Pharmaceuticals Ltd.,50 mcg,Unit Price : ৳ 20.00,https://medex.com.bd/brands/30149/glycare-50mcg
Glycema,Tablet,ACI Limited,5 mg,Unit Price : ৳ 16.00,https://medex.com.bd/brands/19661/glycema-5mg
Glycema,Tablet,ACI Limited,10 mg,Unit Price : ৳ 30.00,https://medex.com.bd/brands/19662/glycema-10mg
Glycenor,Tablet,Popular Pharmaceuticals Ltd.,25 mg,Unit Price : ৳ 50.00,https://medex.com.bd/brands/29341/glycenor-25mg
Glycenor,Tablet,Popular Pharmaceuticals Ltd.,10 mg,Unit Price : ৳ 25.00,https://medex.com.bd/brands/29340/glycenor-10mg
Glycenor M,Tablet,Popular Pharmaceuticals Ltd.,5 mg+500 mg,Unit Price : ৳ 20.00,https://medex.com.bd/brands/30426/glycenor-m-5mg
Glycine,Irrigation Solution,Opso Saline Ltd.,1.5%,"1000 ml bag :
            
                                    ৳ 80.00",https://medex.com.bd/brands/15570/glycine-15
Glymin,Tablet,Healthcare Pharmaceuticals Ltd.,500 mg,Unit Price : ৳ 3.00,https://medex.com.bd/brands/5394/glymin-500mg
Glymin,Tablet,Healthcare Pharmaceuticals Ltd.,850 mg,Unit Price : ৳ 4.00,https://medex.com.bd/brands/5395/glymin-850mg
Glymin XR,Tablet,Healthcare Pharmaceuticals Ltd.,500 mg,Unit Price : ৳ 5.00,https://medex.com.bd/brands/5396/glymin-xr-500mg
Glypeg,Ophthalmic Solution,ACME Laboratories Ltd.,0.2%+0.36%+1%,"10 ml drop :
            
                                    ৳ 250.00",https://medex.com.bd/brands/20945/glypeg-02036
Glypressin,IV Injection,Radiant Pharmaceuticals Ltd.,1 mg/8.5 ml,"8.5 ml solution :
            
                                    ৳ 2,309.00",https://medex.com.bd/brands/30014/glypressin-1mg
Glyriva,Inhalation Capsule,Beximco Pharmaceuticals Ltd.,50 mcg,Unit Price : ৳ 20.00,https://medex.com.bd/brands/29542/glyriva-50mcg
Glyriva,Respirator Solution,Beximco Pharmaceuticals Ltd.,25 mcg/ml,"1 ml ampoule :
            
                                    ৳ 40.00",https://medex.com.bd/brands/31930/glyriva-25mcg
Glyset Mix,SC Injection,Incepta Pharmaceuticals Ltd.,100 IU/ml,"3 ml pen :
            
                                    ৳ 550.00",https://medex.com.bd/brands/26211/glyset-mix-100iu
Glyset Mix,SC Injection,Incepta Pharmaceuticals Ltd.,100 IU/ml,"3 ml vial :
            
                                    ৳ 450.00",https://medex.com.bd/brands/26212/glyset-mix-100iu
Glyset R,SC Injection,Incepta Pharmaceuticals Ltd.,100 IU/ml,"3 ml PenSet :
            
                                    ৳ 550.00",https://medex.com.bd/brands/27618/glyset-r-100iu
Glyset R,SC Injection,Incepta Pharmaceuticals Ltd.,100 IU/ml,"3 ml vial :
            
                                    ৳ 450.00",https://medex.com.bd/brands/16777/glyset-r-100iu
Glysup,Suppository,Square Pharmaceuticals Ltd.,2.30 gm,Unit Price : ৳ 5.02,https://medex.com.bd/brands/565/glysup-230gm
Glysup,Suppository,Square Pharmaceuticals Ltd.,1.15 gm,Unit Price : ৳ 3.01,https://medex.com.bd/brands/564/glysup-115gm
Glytas,Tablet,Ziska Pharmaceuticals Ltd.,80 mg,Unit Price : ৳ 7.00,https://medex.com.bd/brands/31065/glytas-80mg
Glytas MR,Tablet (Modified Release),Ziska Pharmaceuticals Ltd.,30 mg,Unit Price : ৳ 6.00,https://medex.com.bd/brands/31066/glytas-mr-30mg
Glytear,Ophthalmic Solution,General Pharmaceuticals Ltd.,0.4%+0.3%,"10 ml drop :
            
                                    ৳ 200.00",https://medex.com.bd/brands/16165/glytear-0403
Glyza,Tablet,Ibn Sina Pharmaceuticals Ltd.,2.5 mg,Unit Price : ৳ 20.00,https://medex.com.bd/brands/5498/glyza-25mg
Glyza,Tablet,Ibn Sina Pharmaceuticals Ltd.,5 mg,Unit Price : ৳ 35.00,https://medex.com.bd/brands/5499/glyza-5mg
Gobison,Capsule,Bronson  Laboratories (BD) Ltd.,120 mg,Unit Price : ৳ 25.00,https://medex.com.bd/brands/32188/gobison-120mg
GOL,Concentrated Oral Solution,Square Pharmaceuticals Ltd.,,"100 ml bottle :
            
                                    ৳ 160.00",https://medex.com.bd/brands/21929/gol
Gold A-Z,Tablet,Ethical Drug Ltd.,,Unit Price : ৳ 6.00,https://medex.com.bd/brands/28094/gold-a-z
Gold Kid,Syrup,Orion Pharma Ltd.,,"100 ml bottle :
            
                                    ৳ 90.00",https://medex.com.bd/brands/13546/gold-kid
Goldage,Tablet,Orion Pharma Ltd.,,Unit Price : ৳ 7.00,https://medex.com.bd/brands/14096/goldage
Goldpac,Tablet,Pacific Pharmaceuticals Ltd.,,Unit Price : ৳ 10.00,https://medex.com.bd/brands/14144/goldpac
Gonal-F,Injection,Janata Traders,75 IU/vial,"75 IU vial :
            
                                    ৳ 2,224.00",https://medex.com.bd/brands/5967/gonal-f-75iu
Gonal-F,Injection,Janata Traders,300 IU/vial,"300 IU vial :
            
                                    ৳ 8,501.00",https://medex.com.bd/brands/28937/gonal-f-300iu
Gonal-F,Injection,Janata Traders,450 IU/vial,"450 IU vial :
            
                                    ৳ 12,751.00",https://medex.com.bd/brands/28938/gonal-f-450iu
Goodbac-3S,Capsule,Aristopharma Ltd.,4 billion,Unit Price : ৳ 40.00,https://medex.com.bd/brands/32016/goodbac-3s-4billion
GoodGut,Capsule,Renata Limited,4 billion,Unit Price : ৳ 16.00,https://medex.com.bd/brands/29471/goodgut-4billion
Gored,Tablet,General Pharmaceuticals Ltd.,80 mg,Unit Price : ৳ 7.03,https://medex.com.bd/brands/5249/gored-80mg
Gored MR,Tablet (Modified Release),General Pharmaceuticals Ltd.,30 mg,Unit Price : ৳ 8.86,https://medex.com.bd/brands/5250/gored-mr-30mg
Goustat,Tablet,ACME Laboratories Ltd.,40 mg,Unit Price : ৳ 12.03,https://medex.com.bd/brands/11691/goustat-40mg
Goutex,Tablet,Biopharma Laboratories Ltd.,300 mg,Unit Price : ৳ 8.00,https://medex.com.bd/brands/30532/goutex-300mg
Goutex,Tablet,Biopharma Laboratories Ltd.,100 mg,Unit Price : ৳ 4.02,https://medex.com.bd/brands/188/goutex-100mg
Goutil,Tablet,Eskayef Pharmaceuticals Ltd.,40 mg,Unit Price : ৳ 12.00,https://medex.com.bd/brands/29944/goutil-40mg
Goutil,Tablet,Eskayef Pharmaceuticals Ltd.,80 mg,Unit Price : ৳ 22.00,https://medex.com.bd/brands/29945/goutil-80mg
Gpentin,Tablet,Opsonin Pharma Ltd.,300 mg,Unit Price : ৳ 16.06,https://medex.com.bd/brands/4914/gpentin-300mg
GQ-400,Tablet,Ultra Pharma Ltd.,400 mg,Unit Price : ৳ 10.00,https://medex.com.bd/brands/9393/gq-400-400mg
Grafil,IV/SC Injection,Drug International Ltd.,300 mcg/0.5 ml,"0.5 ml pre-filled syringe :
            
                                    ৳ 2,700.00",https://medex.com.bd/brands/28366/grafil-300mcg
Granocyte,SC Injection,Sanofi Bangladesh Ltd.,34 MIU/vial,"34 million unit vial :
            
                                    ৳ 5,961.54",https://medex.com.bd/brands/15203/granocyte-34miu
Grastim,IV/SC Injection,Square Pharmaceuticals Ltd.,300 mcg/0.5 ml,"0.5 ml pre-filled syringe :
            
                                    ৳ 2,800.00",https://medex.com.bd/brands/15201/grastim-300mcg
Greatnap,Tablet (Delayed Release),Edruc Ltd.,500 mg+20 mg,Unit Price : ৳ 10.00,https://medex.com.bd/brands/22785/greatnap-500mg
Greenox,Capsule,Jenphar Bangladesh Ltd.,2 mg,Unit Price : ৳ 12.00,https://medex.com.bd/brands/27981/greenox-2mg
Greenox,Capsule,Jenphar Bangladesh Ltd.,4 mg,Unit Price : ৳ 22.00,https://medex.com.bd/brands/1055/greenox-4mg
Grifulvin,Tablet,Gaco Pharmaceuticals Ltd.,500 mg,Unit Price : ৳ 4.80,https://medex.com.bd/brands/9794/grifulvin-500mg
Griseofulvin,Tablet,APC Pharma Ltd.,500 mg,Unit Price : ৳ 5.50,https://medex.com.bd/brands/9795/griseofulvin-500mg
Griseofulvin FP,Tablet,Bristol Pharmaceuticals Ltd.,500 mg,Unit Price : ৳ 5.00,https://medex.com.bd/brands/9782/griseofulvin-fp-500mg
Grisin,Tablet,Seema Pharmaceuticals Ltd.,500 mg,Unit Price : ৳ 5.57,https://medex.com.bd/brands/9797/grisin-500mg
Grisofulvin M,Tablet,Modern Pharmaceuticals Ltd.,500 mg,Unit Price : ৳ 5.25,https://medex.com.bd/brands/9792/grisofulvin-m-500mg
Grisovin FP,Tablet,GlaxoSmithKline,500 mg,Unit Price : ৳ 5.60,https://medex.com.bd/brands/9785/grisovin-fp-500mg
Grisozen,Tablet,Zenith Pharmaceuticals Ltd.,500 mg,Unit Price : ৳ 6.68,https://medex.com.bd/brands/9786/grisozen-500mg
Grofenac,Tablet,Prime Pharmaceuticals Ltd.,100 mg,Unit Price : ৳ 3.00,https://medex.com.bd/brands/17376/grofenac-100mg
Grow,Syrup,Edruc Ltd.,10 mg/5 ml,"100 ml bottle :
            
                                    ৳ 30.00",https://medex.com.bd/brands/14555/grow-10mg
Grumen-Vet,Bolus Tablet,Square Pharmaceuticals Ltd.,50 mg+100 mg+25 mg+20 mcg+9.1 mg,Unit Price : ৳ 2.33,https://medex.com.bd/brands/31282/grumen-vet-50mg
GTN,Spray,Eskayef Pharmaceuticals Ltd.,400 mcg/spray,"200 metered spray :
            
                                    ৳ 260.00",https://medex.com.bd/brands/30274/gtn-400mcg
GTN SR,Tablet (Sustained Release),Eskayef Pharmaceuticals Ltd.,2.6 mg,Unit Price : ৳ 5.00,https://medex.com.bd/brands/3016/gtn-sr-26mg
Guamin,Tablet,Ad-din Pharmaceuticals Ltd.,850 mg,Unit Price : ৳ 3.00,https://medex.com.bd/brands/5400/guamin-850mg
Gutfix,Soft Gelatin Capsule,Square Pharmaceuticals Ltd.,24 mcg,Unit Price : ৳ 40.00,https://medex.com.bd/brands/27510/gutfix-24mcg
Gutfix,Soft Gelatin Capsule,Square Pharmaceuticals Ltd.,8 mcg,Unit Price : ৳ 15.00,https://medex.com.bd/brands/27511/gutfix-8mcg
Gutset,Tablet,Ad-din Pharmaceuticals Ltd.,10 mg,Unit Price : ৳ 2.00,https://medex.com.bd/brands/1592/gutset-10mg
Gutset,Oral Suspension,Ad-din Pharmaceuticals Ltd.,5 mg/5 ml,"60 ml bottle :
            
                                    ৳ 35.00",https://medex.com.bd/brands/25853/gutset-5mg
Gutset,Pediatric Drops,Ad-din Pharmaceuticals Ltd.,5 mg/ml,"15 ml drop :
            
                                    ৳ 20.00",https://medex.com.bd/brands/1593/gutset-5mg
Gynastin,Vaginal Suppository,ACME Laboratories Ltd.,,Unit Price : ৳ 24.08,https://medex.com.bd/brands/15682/gynastin
Gyned,Vaginal Suppository,Pacific Pharmaceuticals Ltd.,,Unit Price : ৳ 35.00,https://medex.com.bd/brands/15683/gyned
Gynepro,Vaginal Suppository,Square Pharmaceuticals Ltd.,,Unit Price : ৳ 24.08,https://medex.com.bd/brands/15679/gynepro
Gynoheal,Vaginal Suppository,Globe Pharmaceuticals Ltd.,,Unit Price : ৳ 25.00,https://medex.com.bd/brands/15684/gynoheal
Gynomix,Vaginal Suppository,Drug International Ltd.,,Unit Price : ৳ 25.10,https://medex.com.bd/brands/22461/gynomix
Gynoril,Vaginal Suppository,Opsonin Pharma Ltd.,,Unit Price : ৳ 24.16,https://medex.com.bd/brands/15680/gynoril
Gynova,Tablet,Renata Limited,2 mg,"30 tablet pack :
            
                                    ৳ 300.00",https://medex.com.bd/brands/16488/gynova-2mg
Gynoxin,Vaginal Suppository,Aristopharma Ltd.,,Unit Price : ৳ 24.00,https://medex.com.bd/brands/15681/gynoxin
H Ben,Chewable Tablet,Hudson Pharmaceuticals Ltd.,400 mg,Unit Price : ৳ 3.60,https://medex.com.bd/brands/318/h-ben-400mg
H-Nap,Tablet,Hudson Pharmaceuticals Ltd.,500 mg,Unit Price : ৳ 8.00,https://medex.com.bd/brands/22748/h-nap-500mg
H-Pen,Tablet,Hudson Pharmaceuticals Ltd.,250 mg,Unit Price : ৳ 1.35,https://medex.com.bd/brands/6154/h-pen-250mg
H-Quin,Tablet,Eskayef Pharmaceuticals Ltd.,200 mg,Unit Price : ৳ 15.00,https://medex.com.bd/brands/29403/h-quin-200mg
H-Selax,Syrup,Hudson Pharmaceuticals Ltd.,2 mg/5 ml,"60 ml bottle :
            
                                    ৳ 10.80",https://medex.com.bd/brands/3474/h-selax-2mg
H-Selax,Tablet,Hudson Pharmaceuticals Ltd.,4 mg,Unit Price : ৳ 0.34,https://medex.com.bd/brands/3473/h-selax-4mg
H-Trimazole,Cream,Opsonin Pharma Ltd.,1%+1%,"10 gm tube :
            
                                    ৳ 35.63",https://medex.com.bd/brands/12675/h-trimazole-11
H2-150,Tablet,Apollo Pharmaceutical Ltd.,150 mg,Unit Price : ৳ 2.00,https://medex.com.bd/brands/1705/h2-150-150mg
Habesol,Ointment,Pharmasia Limited,0.05%,"10 gm tube :
            
                                    ৳ 90.00",https://medex.com.bd/brands/28731/habesol-005
Haemaccel,IV Infusion,Renata Limited,3.5%,"500 ml bottle :
            
                                    ৳ 700.00",https://medex.com.bd/brands/30306/haemaccel-35
Haemozin TR,Capsule (Timed Release),Doctor’s Chemical Works Ltd.,150 mg+0.5 mg+61.8 mg,Unit Price : ৳ 2.70,https://medex.com.bd/brands/13305/haemozin-tr-150mg
